Date,Revenue,Expenses,Profit,Cash Flow,Debt,Assets,Liabilities,Marketing Spend,Employee Count,Tax Paid,Operational Cost
2028-04-12,98065,41361,56704,52410,43390,84251,40292,8022,240,6740,30883.15
2028-04-13,50868,15711,35157,32085,36685,71512,57382,6191,59,10248,12368.02
2028-04-14,46309,26085,20224,18022,34814,89791,23659,8825,303,6958,16951.77
2028-04-15,43284,42726,558,4927,15845,112214,30344,16757,58,8063,27260.51
2028-04-16,89000,22924,66076,69421,15708,63991,60493,10437,458,8180,18324.34
2028-04-17,82107,30549,51558,46587,33085,108355,51949,16791,360,7205,21052.08
2028-04-18,85049,76525,8524,8595,33283,145716,56859,16526,449,2740,50093.92
2028-04-19,49265,73852,-24587,-26276,19765,63500,21830,10820,141,3750,56013.32
2028-04-20,43880,23462,20418,22205,39278,115832,44770,6229,453,5880,16596.67
2028-04-21,20255,57757,-37502,-40628,49274,131558,56822,13674,175,2069,41816.78
2028-04-22,21502,17560,3942,7370,35740,136995,21638,6878,360,8363,10728.33
2028-04-23,90192,36523,53669,57478,22859,51775,61175,11537,396,4959,26774.93
2028-04-24,85424,34944,50480,47051,19168,131930,33992,8520,331,4051,25799.98
2028-04-25,95838,68155,27683,29896,31955,106320,62976,9298,395,9340,42764.87
2028-04-26,90966,17177,73789,71226,45102,110592,50751,15280,71,3288,12864.23
2028-04-27,61366,64989,-3623,-1092,38662,112788,53443,18315,151,9516,39899.39
2028-04-28,47425,75161,-27736,-32155,29808,69597,55714,12460,56,4530,46504.15
2028-04-29,72328,35098,37230,34484,21476,60758,58341,5888,245,14698,25458.1
2028-04-30,87396,50846,36550,37402,27270,120778,42367,10418,149,3707,40117.67
2028-05-01,91694,42475,49219,44819,18885,78183,65751,13741,485,13374,29240.09
2028-05-02,25806,57736,-31930,-27760,18372,146998,59530,18435,426,3289,36504.57
2028-05-03,37106,47447,-10341,-6635,35764,59091,43619,10462,457,10431,35543.13
2028-05-04,76731,36416,40315,36124,29551,137278,39596,12191,216,2959,26144.39
2028-05-05,95010,77773,17237,14722,37018,138218,47568,6003,463,12412,61804.14
2028-05-06,52599,29120,23479,25877,14393,61197,54026,6484,214,8673,18285.44
2028-05-07,91326,65802,25524,21970,33222,62725,58242,14712,86,13082,49591.38
2028-05-08,95706,17948,77758,73226,43957,90407,24587,17255,442,6677,11706.46
2028-05-09,29004,17520,11484,7113,46744,141592,63822,16200,136,5802,13707.6
2028-05-10,71364,22269,49095,47477,15004,57616,57911,6365,270,6060,16873.09
2028-05-11,45792,41961,3831,5369,40473,92721,35399,5048,230,7393,29007
2028-05-12,84912,76758,8154,3267,14078,56759,27480,18175,287,8977,46742.53
2028-05-13,74645,77976,-3331,-7106,31747,145070,59277,14311,432,11906,57453.41
2028-05-14,27232,28336,-1104,-621,48877,124342,23301,9457,220,14130,19619.01
2028-05-15,98210,75112,23098,19714,37373,129702,39268,6382,246,6689,57055.06
2028-05-16,74766,71749,3017,1334,27618,73490,27486,15927,146,11774,53676.71
2028-05-17,68542,60198,8344,10695,19844,141321,45075,16366,409,6878,45127.6
2028-05-18,25913,29020,-3107,-527,42777,54783,49842,6932,148,3409,18407.05
2028-05-19,30567,42280,-11713,-10297,25232,70377,36189,5686,382,13271,29058.33
2028-05-20,58379,73516,-15137,-15497,15048,125679,63462,7580,264,4702,51020.92
2028-05-21,94968,78156,16812,17545,29955,112816,68413,12031,416,5421,59161.62
2028-05-22,20319,79566,-59247,-58629,17286,89428,34936,11863,354,6553,54194.75
2028-05-23,24791,58478,-33687,-33874,13702,116057,69088,19457,459,11587,45207.82
2028-05-24,20329,31746,-11417,-13880,38899,106904,58785,17936,83,11107,20794.14
2028-05-25,94387,72993,21394,19568,24780,86383,25319,9440,223,6698,58191.85
2028-05-26,81032,17256,63776,66750,23526,129804,53015,11479,268,7125,10658.53
2028-05-27,64078,55120,8958,6180,48276,117156,67598,14545,487,12158,38551.59
2028-05-28,41300,42712,-1412,1609,40652,78585,39693,9041,87,14564,30657.25
2028-05-29,95700,27836,67864,62915,24575,137921,68101,8678,168,13267,19165.13
2028-05-30,70945,40711,30234,27578,47243,116040,28176,16672,163,8346,28891.48
2028-05-31,75609,19358,56251,56315,45147,90217,59813,16592,186,4324,14629.05
2028-06-01,80562,26339,54223,55709,42504,123622,63627,15226,111,14164,16700.42
2028-06-02,81901,47039,34862,35692,37040,69848,29919,15523,419,7206,37139.73
2028-06-03,25703,69449,-43746,-44051,29281,98580,27655,8955,107,7344,47120.7
2028-06-04,83115,36245,46870,46136,46035,56198,63616,8948,238,8476,26258.61
2028-06-05,47676,78488,-30812,-34154,48874,139067,36100,9941,386,6850,54021.52
2028-06-06,81710,62251,19459,21827,14334,73607,48425,17548,170,10069,44813.64
2028-06-07,80077,32259,47818,48001,36902,75526,67861,16493,327,9274,24032.53
2028-06-08,65440,76086,-10646,-6568,14089,101954,68791,10065,447,9360,53369.22
2028-06-09,56923,70107,-13184,-12563,28501,125501,49923,16301,253,11759,43628.09
2028-06-10,49802,22129,27673,26683,19990,108154,25762,12451,258,5298,14752.08
2028-06-11,82904,68003,14901,10536,14114,76442,55374,5457,446,10151,51748.23
2028-06-12,80162,63789,16373,17794,45053,123783,66679,5815,347,9524,45541.81
2028-06-13,85169,57112,28057,23231,15006,62451,52463,14683,75,14708,42931.06
2028-06-14,88147,55573,32574,36822,29828,74465,33239,7239,139,4629,43215.3
2028-06-15,42075,70808,-28733,-23793,21578,70254,51796,14054,482,11061,48696.92
2028-06-16,94716,66074,28642,32401,41736,52536,51439,16769,338,11692,44308.56
2028-06-17,29304,56588,-27284,-26128,29717,138675,28015,10894,72,13274,35214.2
2028-06-18,79622,26211,53411,58386,21083,140098,32593,7650,97,7050,17145.79
2028-06-19,74215,45197,29018,31725,42961,148450,44335,13839,200,5900,30929.21
2028-06-20,93973,79660,14313,16322,26515,145637,62243,14613,76,11041,49902.1
2028-06-21,32521,30628,1893,-964,49286,109457,56336,5263,319,4873,19069.87
2028-06-22,44028,41300,2728,4727,19285,93146,41527,5258,412,5075,28457.68
2028-06-23,59328,60708,-1380,-4906,10766,54290,32526,12171,308,8047,40946.17
2028-06-24,47301,62092,-14791,-14547,21960,101488,32081,9755,205,14966,47768.01
2028-06-25,58015,32512,25503,27751,20985,66841,25463,14662,140,9523,19690.03
2028-06-26,56845,35945,20900,20002,36044,114308,37783,15700,432,11000,27053.46
2028-06-27,96394,56723,39671,35000,45186,79100,44575,11275,414,11271,36398.67
2028-06-28,64159,48787,15372,13045,48756,123922,62869,9949,218,8555,37854.1
2028-06-29,63714,36408,27306,26928,34174,80330,51831,11570,281,5766,23908.92
2028-06-30,45230,76317,-31087,-30855,15557,82504,41859,13242,359,4720,54194.51
2028-07-01,69262,63408,5854,7437,48353,78068,57023,7642,493,7528,41262.84
2028-07-02,61722,71726,-10004,-14115,21836,84865,41973,14215,54,7782,48945.06
2028-07-03,66359,35311,31048,34069,41643,57437,63322,14686,435,3176,22868.83
2028-07-04,82796,50609,32187,36140,37860,95875,23553,13976,344,14280,34141.76
2028-07-05,60159,26139,34020,38235,36806,55723,47147,17675,188,9127,20204.7
2028-07-06,25239,53245,-28006,-31326,40446,147821,60680,8954,348,5478,39344.62
2028-07-07,70886,56634,14252,15203,17113,144328,55433,14244,73,14065,37771.94
2028-07-08,47195,65160,-17965,-13712,31044,73194,61857,11494,272,5739,50231.16
2028-07-09,54674,32610,22064,23930,25579,85393,33734,19164,194,12665,19901.17
2028-07-10,38105,65787,-27682,-23587,36194,148404,39445,12345,262,11590,48750.41
2028-07-11,49739,43952,5787,920,32187,129180,55633,11857,86,13178,31877.98
2028-07-12,51969,79403,-27434,-26370,19005,59510,67557,11312,295,13664,53589.49
2028-07-13,34497,28568,5929,2054,21440,137465,49490,13996,55,12910,19498.05
2028-07-14,21816,71413,-49597,-52558,47314,65443,54718,19637,65,4832,48262.04
2028-07-15,79254,39899,39355,38543,43254,73358,63760,7569,209,8417,29054.63
2028-07-16,89385,58798,30587,28436,19882,149174,52920,7787,281,10925,38077.52
2028-07-17,53826,27002,26824,25190,36576,138118,48984,11107,247,3992,21573
2028-07-18,83365,22529,60836,58747,35843,125921,53049,5467,263,13990,13530.49
2028-07-19,70100,33069,37031,34622,34553,99848,40508,10270,252,14351,22922.62
2028-07-20,24359,63478,-39119,-39836,18870,134335,22126,15623,406,13959,40998.24
2028-07-21,32809,77525,-44716,-45455,45029,120828,34518,8075,249,13250,52011.03
2028-07-22,84450,18712,65738,67872,19299,51616,33025,13889,408,7167,14457.27
2028-07-23,58428,78674,-20246,-25002,16170,57062,54684,9734,259,5494,52825.24
2028-07-24,92790,54826,37964,38092,37682,69486,41856,7864,428,4135,35242.8
2028-07-25,22093,72885,-50792,-46421,40197,141528,37999,16033,108,12211,49078.73
2028-07-26,64498,34328,30170,30095,37438,142962,50566,10227,369,7025,22793.49
2028-07-27,60985,32711,28274,30105,49731,88296,47140,14002,342,5208,22949.44
2028-07-28,52009,20906,31103,27881,45009,129773,51545,8117,279,4311,16306.19
2028-07-29,37718,72982,-35264,-33954,23873,136276,48147,12067,415,3664,53952.54
2028-07-30,36705,44107,-7402,-3774,43324,67051,45441,19420,266,8859,33963.62
2028-07-31,82598,66412,16186,17520,28039,123222,58844,17420,462,7627,43847.51
2028-08-01,97878,32813,65065,65971,27350,121529,63925,19995,228,11143,19881.99
2028-08-02,32239,75209,-42970,-38985,39274,145477,60996,11312,283,14629,50568.48
2028-08-03,66622,24153,42469,46941,43443,75463,40553,6489,428,7022,17907.21
2028-08-04,66665,61213,5452,10382,48803,71929,21144,17255,237,8421,40105.86
2028-08-05,52274,46679,5595,9236,26564,70197,37950,15046,128,8063,30589.19
2028-08-06,31419,44588,-13169,-10501,41487,142607,61249,6752,472,10521,27581.6
2028-08-07,35003,63096,-28093,-31139,24459,114318,57428,13501,217,14226,40483.31
2028-08-08,50866,67114,-16248,-12442,32705,84932,41842,7603,431,8734,50106.88
2028-08-09,41988,38770,3218,5611,33490,126014,62596,9860,113,13101,27198.85
2028-08-10,75894,33852,42042,45972,47026,94633,24628,17199,412,4282,20765.74
2028-08-11,25674,62422,-36748,-40117,28239,134908,46007,18699,156,9928,49903.77
2028-08-12,90538,34612,55926,55962,43260,110417,40063,14548,240,5309,24694.93
2028-08-13,86446,45907,40539,39204,28213,90767,42335,17611,358,3725,28972.27
2028-08-14,49072,45171,3901,7161,33405,97901,32125,6177,416,4384,27540.46
2028-08-15,53717,78649,-24932,-23058,43238,128587,39684,8968,220,8211,55961.69
2028-08-16,46651,72472,-25821,-29952,39012,142777,34181,12373,100,4569,47147.86
2028-08-17,64291,68551,-4260,325,31239,97478,57677,6333,236,11578,44569.36
2028-08-18,83350,30448,52902,51093,37840,104396,22275,16644,68,2260,21283.92
2028-08-19,24646,18966,5680,3799,29016,148466,32446,11223,448,2696,13140.61
2028-08-20,59713,56876,2837,-48,46098,136909,45777,6313,212,9284,38218.62
2028-08-21,87936,69433,18503,20755,42570,146452,28490,12684,251,11244,52895.24
2028-08-22,64331,36401,27930,23306,21493,148104,69680,15590,383,13077,24752.56
2028-08-23,42185,36539,5646,2587,24435,97630,32109,12794,270,8318,25199.98
2028-08-24,72107,49018,23089,18293,23341,114806,64741,15857,246,6045,35569.44
2028-08-25,86554,74542,12012,15948,33262,57630,22781,14552,196,11972,55382.01
2028-08-26,37563,19688,17875,19929,46061,51563,68786,11360,159,11360,13276.32
2028-08-27,90729,78534,12195,13143,11039,148315,41425,12312,369,6838,55297.39
2028-08-28,35701,35457,244,2490,20181,87058,21946,8559,272,8396,24835.38
2028-08-29,89072,51555,37517,42258,12765,116825,48708,9373,269,4654,39996.37
2028-08-30,68217,56899,11318,10738,37081,100019,33918,17627,381,12976,38889.02
2028-08-31,64610,46379,18231,15656,10611,117334,52844,8629,411,10912,32098.76
2028-09-01,70131,25470,44661,43634,20775,137722,54329,10584,240,12295,18214.86
2028-09-02,49410,53426,-4016,-8346,42356,105571,48090,6197,471,13644,39163.75
2028-09-03,78715,24193,54522,52939,49469,95870,38112,15627,285,7886,14520.46
2028-09-04,58665,67924,-9259,-11194,46839,71997,40384,18706,177,6079,49608.74
2028-09-05,35957,49980,-14023,-17296,29498,118852,59227,6081,102,10701,31509.59
2028-09-06,68127,54635,13492,14468,27974,110619,69275,17582,488,9471,43444.91
2028-09-07,83589,54731,28858,27884,28752,81505,33153,11285,149,8237,36756.54
2028-09-08,66008,73954,-7946,-5084,41528,52412,40799,8871,239,7539,51498.81
2028-09-09,81920,73971,7949,9013,30892,87810,26127,9339,68,2186,45392.84
2028-09-10,52875,37077,15798,14612,38705,143220,47105,10242,143,3313,28713.62
2028-09-11,21626,59097,-37471,-40768,16893,80087,52660,12021,185,9594,38384.31
2028-09-12,83822,51759,32063,34684,38851,70221,54172,14424,208,11282,34228.25
2028-09-13,91765,24295,67470,69900,11854,91831,51366,18166,146,5235,17593.29
2028-09-14,92413,66339,26074,25615,48155,73144,62688,11131,289,7157,39904.24
2028-09-15,53642,29735,23907,18960,34085,118603,67295,5762,51,7343,23733.2
2028-09-16,58311,62011,-3700,-8009,30791,73794,43697,15029,314,10331,43499.74
2028-09-17,52356,60185,-7829,-6763,46869,64290,55295,7517,279,8034,46155.78
2028-09-18,23809,18032,5777,9225,12595,141077,27646,6127,408,13666,14090.59
2028-09-19,63371,58773,4598,3030,18829,52011,57564,19465,179,9114,35268.83
2028-09-20,54875,74837,-19962,-24129,39129,97147,22175,8646,203,3158,51311.28
2028-09-21,29465,51671,-22206,-21412,36340,105360,27932,6640,147,12112,40197.38
2028-09-22,86095,72372,13723,18076,32202,61441,56049,5973,263,12391,53447.2
2028-09-23,93844,60019,33825,32347,12618,145378,51759,16254,190,14255,44884.97
2028-09-24,85250,44897,40353,44017,13551,75136,58891,14772,233,12569,31890.16
2028-09-25,35250,40836,-5586,-4726,36691,92050,43882,14125,230,13173,32474.09
2028-09-26,66023,51438,14585,11611,34371,100147,20893,12810,259,12255,31924.75
2028-09-27,66624,69879,-3255,1574,47827,119021,42719,12011,460,10709,54089.19
2028-09-28,36427,36278,149,-1303,40028,140020,28477,12671,173,10420,26684.22
2028-09-29,53276,77802,-24526,-28621,29378,127658,20744,5550,249,11183,55204.23
2028-09-30,91643,36902,54741,56105,24681,51477,54429,6349,343,7272,27078.44
2028-10-01,99012,75854,23158,19341,48752,110264,69755,6976,476,6018,57407.84
2028-10-02,23439,66488,-43049,-46961,30035,58400,34169,5276,350,13210,42356.09
2028-10-03,98672,51091,47581,43773,44088,53886,22006,6860,91,9602,32909.45
2028-10-04,99703,22120,77583,74711,19930,75565,30889,12612,350,4406,14355.67
2028-10-05,37300,22859,14441,14828,40340,94238,43114,18181,293,6421,15300.1
2028-10-06,80289,47867,32422,30873,46788,103628,27798,13394,50,5615,34138.51
2028-10-07,37182,45611,-8429,-13098,35509,57250,64523,9377,490,2684,35676.96
2028-10-08,90507,51424,39083,43486,12675,95341,56933,9070,340,11911,33468.36
2028-10-09,70912,60477,10435,6483,26351,97975,42549,9470,233,5524,42979.88
2028-10-10,46909,21786,25123,22398,38252,123160,30637,16564,191,9220,17327.35
2028-10-11,39659,48461,-8802,-8565,29045,117194,22347,14455,56,8512,35639.23
2028-10-12,51403,36185,15218,16603,31940,144625,26206,5014,243,9974,24814.76
2028-10-13,53586,55977,-2391,-5757,26658,59453,26833,14831,120,7115,34418.29
2028-10-14,30360,46190,-15830,-13182,29520,74921,39449,9419,312,4137,30704.32
2028-10-15,41424,18709,22715,18217,10068,119997,39830,6068,54,10874,12428.32
2028-10-16,68791,34154,34637,33206,29158,136372,50332,8480,484,11001,25095.18
2028-10-17,23065,65182,-42117,-37846,47172,62348,60764,10745,113,13452,41339.96
2028-10-18,88795,78906,9889,12205,18769,77007,29235,13910,100,12687,55128.26
2028-10-19,32300,35859,-3559,967,41227,73714,29162,11945,224,8408,24381.02
2028-10-20,53370,62611,-9241,-9594,47039,100921,28641,19468,345,2324,39323.42
2028-10-21,89831,19209,70622,69640,24913,129884,44171,19978,121,12455,14938.73
2028-10-22,47209,38379,8830,8046,20440,126347,56494,6618,264,12846,27795.82
2028-10-23,40927,29846,11081,11972,29791,135098,42949,6334,295,6333,21927.99
2028-10-24,54579,33003,21576,21807,24118,107706,66724,16324,208,8509,22410.77
2028-10-25,29032,40426,-11394,-8180,49624,51288,51214,14476,388,7384,31028.6
2028-10-26,98413,57856,40557,43405,25851,129764,52800,12781,107,2890,45430.74
2028-10-27,60731,40551,20180,22611,48526,126907,45980,16474,74,4944,24531.36
2028-10-28,73767,79101,-5334,-9855,19366,128656,60099,13775,210,12810,54577.12
2028-10-29,92302,33900,58402,55756,43952,142996,25477,19676,87,6314,24892.01
2028-10-30,69954,27380,42574,42438,40907,99419,30742,8271,80,6772,21010.83
2028-10-31,45102,24707,20395,16538,17098,89146,20330,16075,312,7630,18718.32
2028-11-01,54433,39379,15054,12387,35780,128740,50370,13595,235,2093,31350.03
2028-11-02,35932,65277,-29345,-29262,13788,88716,24086,13692,463,9871,49065.32
2028-11-03,45714,40068,5646,8598,23781,121894,24920,12930,323,7086,25043.41
2028-11-04,77803,21906,55897,58471,15935,70935,28511,18687,317,3586,13841.86
2028-11-05,59743,30895,28848,29119,19619,134569,28392,17541,106,13319,24420.51
2028-11-06,22552,69756,-47204,-49559,35053,101538,65642,17983,105,3686,42191.83
2028-11-07,76627,34420,42207,42651,44722,132638,66568,19341,437,7966,23247.59
2028-11-08,65987,66678,-691,376,11056,67572,55744,7870,330,6684,45759.87
2028-11-09,99810,30212,69598,65436,12640,55160,43276,19167,458,2583,19694.54
2028-11-10,65380,29323,36057,38470,45682,55332,65658,9668,239,12255,21875.02
2028-11-11,49250,47934,1316,4507,43281,121116,37297,14860,255,10190,36744.66
2028-11-12,88344,76579,11765,11800,38065,69590,68522,7204,306,11302,60595.15
2028-11-13,84686,68341,16345,13554,14427,100520,48462,14283,384,5025,54222.78
2028-11-14,65028,22348,42680,47264,25961,72560,37501,17249,341,11916,15159.76
2028-11-15,35295,15575,19720,19768,36015,99666,20316,16961,383,13801,12290.52
2028-11-16,75248,54939,20309,17268,10532,65910,29239,5621,344,8685,38296.53
2028-11-17,30523,72949,-42426,-47151,36628,127151,62688,18113,59,8353,55925.95
2028-11-18,65530,30748,34782,34406,24619,71492,40298,6203,444,2017,23293.39
2028-11-19,33769,18343,15426,20077,46694,58871,40555,6170,486,8950,11829.22
2028-11-20,83042,65970,17072,21222,22591,54595,40761,12533,305,9724,47111.76
2028-11-21,64645,57115,7530,4371,45679,141633,54642,6041,321,4085,45363.3
2028-11-22,82142,77023,5119,4264,29652,55398,20960,15745,360,12019,54326.42
2028-11-23,45557,40391,5166,5841,44045,94767,56084,11085,51,13684,28455.02
2028-11-24,99782,37407,62375,64432,37461,58493,34305,17269,273,7473,27134.88
2028-11-25,98382,74984,23398,26579,40887,110933,65757,10406,309,6314,58920.7
2028-11-26,57085,57495,-410,-4923,38813,102038,58227,14216,342,11477,38957.06
2028-11-27,70708,58693,12015,9142,25682,112263,47915,5005,169,14274,35661.59
2028-11-28,71357,55747,15610,16015,39862,133220,30719,14252,197,6462,35459.81
2028-11-29,33470,24154,9316,11020,48568,117010,36352,6281,451,3812,19131.45
2028-11-30,98712,75378,23334,25599,15143,105550,27675,9153,250,5715,49162.94
2028-12-01,99082,36555,62527,63124,36282,105118,59753,14450,239,7512,27370.36
2028-12-02,26805,41623,-14818,-17878,44924,127013,65717,16172,161,10979,28166.99
2028-12-03,82028,53177,28851,31586,20449,101306,44495,12599,415,7694,32305.83
2028-12-04,70772,52309,18463,17813,35801,102324,61211,18782,215,13606,34846.22
2028-12-05,72104,70532,1572,-2469,19625,71104,28174,11443,101,7865,48142.7
2028-12-06,93616,35244,58372,60002,12049,92351,35080,15539,195,14398,22779.39
2028-12-07,26630,65666,-39036,-38244,20013,70435,25325,18296,427,13231,52130.44
2028-12-08,35701,42927,-7226,-9663,20982,126468,23587,9378,408,14848,34262.59
2028-12-09,34859,16067,18792,14255,17753,73580,39484,7522,79,13100,10528.72
2028-12-10,41183,32265,8918,11589,24547,83124,32334,18860,432,13492,25549.98
2028-12-11,60438,21909,38529,41736,44744,81122,54358,6882,97,10077,17176.57
2028-12-12,62244,36416,25828,21746,25989,129463,55561,8703,139,7787,28760.7
2028-12-13,94312,29236,65076,66163,39970,137134,20614,17894,220,9988,21848.18
2028-12-14,35021,70654,-35633,-39020,13013,108937,25558,11231,79,9429,49298.47
